ID,OTC_ID,Text_ID,Sentence_Number,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Language_ID,Metalanguage_ID,LGR_Conformance,Abbreviations
otc2-muyu032-a3505,sout2940a,muyu032,199,Ambanga bet olale kane ta ambanga ye tana.,ambang-a	=bet	olal-e	kan-e	ta	ambang-a	ye	tana,grandparent-PL	=OBL	tell-SM	take:SG.O-SM	and	grandparent-PL	3SG.M	child,The ancestors told it to their children.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a4403,sout2940a,muyu032,200,"Yi tana bet, oye tana bet, ta yi bet ta nup.",yi	tana	=bet		oye	tana	=bet		ta	yi	=bet	ta	nup,3PL	child	=OBL		DEM.POSS	child	=OBL		and	3PL	=OBL	and	1PL,From their children to their children and from them to us.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a262,sout2940a,muyu032,201,"Kole,",kole,CONJ,So ...,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a263,sout2940a,muyu032,202,"Ne taman Yakop edo, oye emba bet olalimo kemen.",ne	taman	Yakop	edo		oye	emba	=bet	olal-i=mo	kem-en,1SG	younger_brother	PN	DEM.this		DEM.POSS	father	=OBL	tell-INF=always	do-3SG.M,My brother Yakob's father would usually tell this story.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a5194,sout2940a,muyu032,203,Olalanon go:,olal-an-on	=go,tell-IRR-3SG.M	=PTC,He would speak:,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a5195,sout2940a,muyu032,204,"""Ne tana!""",ne	tana,1SG	child,"""My children!""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a264,sout2940a,muyu032,205,"""On Yom ko tokot balin o"", ekuneneget,",on	yom	=ko	tokot	balin	=o		ekune-n-e	=get,bird	kind_of_bat	=PTC	empty	NEG	=QUOT		like_this-SS-3SG.M	=and_then.SS,"""The bats are not here for no reason"", he (said) like this and ...",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a5196,sout2940a,muyu032,206,"olalon got, nup ko wedaup, ""oh!""",olal-on	=got		nup	=ko	weda-up		oh,tell-3SG	=and_then.DS		1PL	=PTC	hear-1PL		INTJ,when he told (the story) we listened to him astonished.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a5197,sout2940a,muyu032,207,"Ih, odep kole.",ih		odep	kole,INTJ		like_that	CONJ,"Oh, so that's it.",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a5198,sout2940a,muyu032,208,"""On Yom ambat ko oyen yo"", enggaup.",on	yom	ambat	=ko	oyen	=yo		engga-up,bird	kind_of_bat	source	=PTC	there_is	=QUOT		say-1PL,"""That is the origin of the bat"", we say.",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu032-a266,sout2940a,muyu032,209,Okunen.,okun-en,like_that-3SG.M,It's like that.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu065-a108,sout2940a,muyu065,1,Oke.,oke,okay,Okay.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu065-a2343,sout2940a,muyu065,2,Eto tana nanangmimo kemip.,eto	tana	nanangm-i=mo	kem-ip,DEM.this	child	persuade-INF=always	do-2/3PL,With this (story) they used to teach children a lesson.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu065-a2344,sout2940a,muyu065,3,Tana olalimo kemip.,tana	olal-i=mo	kem-ip,child	talk-INF=always	do-2/3PL,They used to tell it to the children.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu065-a109,sout2940a,muyu065,4,"Olaleyimo kemip yeman, olalane keman.",olale-y-i=mo	kem-ip	yeman		olal-an-e	kem-an,talk-PL.O-INF=always	do-2/3PL	about		talk-IRR-SM	do-1SG,(Now) I want to tell (you) about what they used to tell the children.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu065-a110,sout2940a,muyu065,5,"Omotom,",omotom,long_time,A long time ago ...,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu065-a111,sout2940a,muyu065,6,"omotom onggo ini Kati ambip, ogilan ye ka aip monok balin,",omotom	onggo	ini	Kati	ambip		ogilan	ye	ka	aip	mon-ok	balin,long_time	there	this (BI)	PN	region		foreign_person	3SG.M	person	there_is	come-SBJV	NEG,"a long time ago, here in Kati place, before the foreigners came ...",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
